BRANCH,GROUP,MONTH,YEAR,CUSTOMER,Type,Item,INVOICE_DATE,Aging,Amount,,
IN190,Midwest,2,2019,ETUDE Ltd,AR,NMK1003,2/11/2019,Current,"3,530.63",,
NC236,South,2,2019,Pure Group,AR,UHY1004,2/11/2019,Current,395.57,,
FL116,South,2,2019,"Exact-Rx, Corp",AR,NMK1003,2/11/2019,60+,830.6,,
TN306,South,2,2019,Uriel Group,AR,PUJ1005,2/11/2019,Current,371.85,,
MO225,Midwest,2,2019,Ascend Ltd,AR,UHY1004,2/11/2019,Current,"1,592.52",,
IL173,Midwest,2,2019,OUR Ltd,AR,NMK1003,2/11/2019,Current,204.22,,
NY272,Northeast,2,2019,Winthrop ,AR,PUJ1005,2/11/2019,Current,364.48,,
CA38,West,2,2019,Trigen ,Payment,XYS1001,2/11/2019,Current,-436.84,,
IL159,Midwest,2,2019,Trigen ,Payment,NMK1003,2/11/2019,60+,"-2,927.57",,
FL134,South,2,2019,Ole Group,AR,NMK1003,2/12/2019,1-60,630.34,,
CO91,West,2,2019,Prasco Group,AR,NMK1003,2/12/2019,Current,606.22,,
CO97,West,2,2019,Niconovum Corp,AR,NMK1003,2/12/2019,Current,303.24,,
CA54,West,2,2019,Uriel Group,Payment,XYS1001,2/12/2019,Current,"-1,456.85",,
TX322,South,2,2019,New Ltd,AR,PUJ1005,2/12/2019,60+,47.17,,
WI365,Midwest,2,2019,Winthrop ,Payment,MKL1006,2/12/2019,1-60,-416.47,,
IL153,Midwest,2,2019,"Elorac, Corp",AR,NMK1003,2/12/2019,1-60,"2,282.76",,
OK284,South,2,2019,Select ,Payment,PUJ1005,2/12/2019,60+,-97.15,,
AZ6,West,2,2019,Eminence Corp,AR,XYS1001,2/12/2019,Current,710.74,,
OK284,South,2,2019,"PEDIFIX, Corp",Payment,PUJ1005,2/12/2019,Current,"-3,350.54",,
NY271,Northeast,2,2019,AuroMedics Corp,Payment,PUJ1005,2/12/2019,Current,-666.85,,
CA26,West,2,2019,O.E. Ltd,AR,XYS1001,2/12/2019,Current,"1,457.65",,
MA210,Northeast,2,2019,Sundial ,Payment,UHY1004,2/13/2019,Current,-365.42,,
AZ11,West,2,2019,Pacific Ltd,AR,XYS1001,2/13/2019,Current,"2,005.18",,
IL170,Midwest,2,2019,"Apotheca, Ltd",AR,NMK1003,2/14/2019,Current,"1,022.69",,
NM248,West,2,2019,E. Ltd,AR,UHY1004,2/14/2019,Current,76.38,,
NV253,West,2,2019,Linde ,Payment,UHY1004,2/14/2019,60+,"-1,047.41",,
CA47,West,2,2019,"3LAB, Ltd",AR,XYS1001,2/14/2019,1-60,"1,513.26",,
CA19,West,2,2019,Ascend Ltd,AR,XYS1001,2/14/2019,60+,123.01,,
IN182,Midwest,2,2019,Ole Group,AR,NMK1003,2/14/2019,60+,"1,953.05",,
NY260,Northeast,2,2019,"Elorac, Corp",AR,UHY1004,2/14/2019,Current,"2,107.82",,
TX319,South,2,2019,Uriel Group,AR,PUJ1005,2/14/2019,Current,39.8,,
NJ247,Northeast,2,2019,Ei ,AR,UHY1004,2/14/2019,1-60,749.93,,
FL129,South,2,2019,Ole Group,Payment,NMK1003,2/14/2019,Current,-531.85,,
CA87,West,2,2019,Wuxi Group,AR,NBV1002,2/15/2019,60+,382.5,,
CO93,West,2,2019,Avon Corp,Payment,NMK1003,2/15/2019,Current,-117.59,,
TX326,South,2,2019,Ascend Ltd,Payment,PUJ1005,2/15/2019,1-60,-506.52,,
TX318,South,2,2019,E. Ltd,AR,PUJ1005,2/15/2019,1-60,397.98,,
IL172,Midwest,2,2019,Apollo Ltd,AR,NMK1003,2/16/2019,Current,175.41,,
IN181,Midwest,2,2019,Pure Group,AR,NMK1003,2/16/2019,Current,512.55,,
MO225,Midwest,2,2019,"Elorac, Corp",Payment,UHY1004,2/16/2019,60+,-364.48,,
MN220,Midwest,2,2019,ETUDE Ltd,AR,UHY1004,2/16/2019,Current,933.98,,
OK285,South,2,2019,"Elorac, Corp",AR,PUJ1005,2/16/2019,Current,46.9,,
CT105,Northeast,2,2019,Niconovum Corp,Payment,NMK1003,2/16/2019,Current,-170.85,,
FL119,South,2,2019,"Elorac, Corp",Payment,NMK1003,2/16/2019,Current,-263.04,,
IL165,Midwest,2,2019,Bare ,AR,NMK1003,2/16/2019,1-60,966.81,,
KS196,Midwest,2,2019,Avon Corp,AR,NMK1003,2/16/2019,Current,845.34,,
FL120,South,2,2019,Pure Group,AR,NMK1003,2/17/2019,60+,212.59,,
IN183,Midwest,2,2019,Apollo Ltd,AR,NMK1003,2/17/2019,Current,268.74,,
CT106,Northeast,2,2019,Prasco Group,AR,NMK1003,2/17/2019,1-60,627.12,,
CA72,West,2,2019,Trigen ,Payment,NBV1002,2/17/2019,Current,"-1,020.75",,
CA26,West,2,2019,New Ltd,Payment,XYS1001,2/17/2019,Current,-425.32,,
FL120,South,2,2019,U.S. Ltd,AR,NMK1003,2/17/2019,60+,"2,636.45",,
TX311,South,2,2019,Ohio ,AR,PUJ1005,2/17/2019,1-60,52.46,,
MS227,South,2,2019,Ei ,Payment,UHY1004,2/17/2019,Current,-394.63,,
OH278,Midwest,2,2019,Procter Corp,AR,PUJ1005,2/17/2019,Current,"2,903.78",,
NJ247,Northeast,2,2019,Nipro ,AR,UHY1004,2/17/2019,Current,"1,593.19",,
TX318,South,2,2019,Ole Group,AR,PUJ1005,2/17/2019,Current,93.26,,
NC237,South,2,2019,Wuxi Group,AR,UHY1004,2/17/2019,60+,219.76,,
NJ242,Northeast,2,2019,Wuxi Group,AR,UHY1004,2/17/2019,Current,352.42,,
CO94,West,2,2019,Ei ,AR,NMK1003,2/17/2019,Current,73.16,,
IL177,Midwest,2,2019,Select ,Payment,NMK1003,2/17/2019,1-60,-934.58,,
TX344,South,2,2019,Sundial ,Payment,MKL1006,2/18/2019,1-60,-619.08,,
MS227,South,2,2019,"Elorac, Corp",AR,UHY1004,2/18/2019,1-60,179.56,,
CA48,West,2,2019,Procter Corp,Payment,XYS1001,2/18/2019,Current,-388.33,,
TX318,South,2,2019,Llorens Ltd,AR,PUJ1005,2/18/2019,Current,"1,730.48",,
AZ15,West,2,2019,Victory Ltd,AR,XYS1001,2/18/2019,60+,"1,479.96",,
PA293,Northeast,2,2019,Pure Group,AR,PUJ1005,2/18/2019,Current,144.72,,
FL132,South,2,2019,Trigen ,AR,NMK1003,2/18/2019,1-60,513.89,,
CA41,West,2,2019,Ei ,Payment,XYS1001,2/19/2019,Current,-577.14,,
NY268,Northeast,2,2019,Sundial ,AR,PUJ1005,2/19/2019,1-60,755.76,,
NY258,Northeast,2,2019,Pure Group,Payment,UHY1004,2/19/2019,60+,-198.19,,
WI367,Midwest,2,2019,ETUDE Ltd,AR,MKL1006,2/19/2019,Current,265.05,,
GA143,South,2,2019,U.S. Ltd,AR,NMK1003,2/19/2019,Current,522.6,,
MA208,Northeast,2,2019,Winthrop ,AR,UHY1004,2/19/2019,Current,"2,617.89",,
IL162,Midwest,2,2019,Uriel Group,Payment,NMK1003,2/19/2019,Current,"-1,262.75",,
CO102,West,2,2019,Amylin Group,AR,NMK1003,2/20/2019,Current,"3,076.17",,
FL117,South,2,2019,Bare ,Payment,NMK1003,2/20/2019,1-60,-301.37,,
NY274,Northeast,2,2019,Medline ,Payment,PUJ1005,2/20/2019,Current,-447.56,,
CO92,West,2,2019,"Elorac, Corp",AR,NMK1003,2/20/2019,Current,495.8,,
CA21,West,2,2019,U.S. Ltd,AR,XYS1001,2/20/2019,Current,489.64,,
MT228,West,2,2019,"Exact-Rx, Corp",AR,UHY1004,2/20/2019,1-60,"1,018.67",,
CA61,West,2,2019,21st Ltd,Payment,NBV1002,2/20/2019,Current,-404.08,,
CO91,West,2,2019,O.E. Ltd,AR,NMK1003,2/20/2019,Current,302.91,,
KS197,Midwest,2,2019,OUR Ltd,AR,NMK1003,2/20/2019,Current,122.54,,
AL4,South,2,2019,OHTA'S Corp,AR,XYS1001,2/20/2019,Current,359.39,,
OH278,Midwest,2,2019,WakeFern ,Payment,PUJ1005,2/20/2019,Current,-131.32,,
IL168,Midwest,2,2019,Bare ,AR,NMK1003,2/21/2019,1-60,311.55,,
CA77,West,2,2019,U.S. Ltd,AR,NBV1002,2/21/2019,60+,"1,426.70",,
FL119,South,2,2019,Medline ,Payment,NMK1003,2/21/2019,Current,"-2,390.56",,
CA21,West,2,2019,Prasco Group,Payment,XYS1001,2/21/2019,1-60,-265.32,,
CA27,West,2,2019,Winthrop ,Payment,XYS1001,2/21/2019,Current,"-1,354.61",,
CA22,West,2,2019,E. Ltd,Payment,XYS1001,2/22/2019,Current,-270.14,,
TX340,South,2,2019,Sundial ,AR,MKL1006,2/22/2019,1-60,"2,335.62",,
CA17,West,2,2019,Medline ,AR,XYS1001,2/22/2019,Current,47.84,,
WA358,West,2,2019,Winthrop ,AR,MKL1006,2/22/2019,Current,348.4,,
AZ6,West,2,2019,"PEDIFIX, Corp",Payment,XYS1001,2/22/2019,60+,-331.65,,
FL124,South,2,2019,Eminence Corp,AR,NMK1003,2/22/2019,Current,434.03,,
CA80,West,2,2019,E. Ltd,Payment,NBV1002,2/22/2019,Current,"-3,075.30",,
IL179,Midwest,2,2019,Uriel Group,Payment,NMK1003,2/22/2019,Current,-338.75,,
NJ242,Northeast,2,2019,Niconovum Corp,AR,UHY1004,2/22/2019,Current,630.14,,
CA50,West,2,2019,U.S. Ltd,AR,XYS1001,2/23/2019,Current,491.24,,
TX334,South,2,2019,Nipro ,Payment,MKL1006,2/23/2019,Current,-707.52,,
IA148,Midwest,2,2019,Medsep Group,Payment,NMK1003,2/23/2019,Current,-410.04,,
CA62,West,2,2019,Winthrop ,AR,NBV1002,2/23/2019,60+,139.9,,
CA31,West,2,2019,Amylin Group,AR,XYS1001,2/23/2019,Current,"1,660.26",,
TX326,South,2,2019,Procter Corp,Payment,PUJ1005,2/23/2019,Current,"-2,957.98",,
CO91,West,2,2019,"3LAB, Ltd",AR,NMK1003,2/23/2019,Current,"1,859.25",,
KS195,Midwest,2,2019,Wuxi Group,AR,NMK1003,2/23/2019,Current,"2,653.60",,
KS195,Midwest,2,2019,OHTA'S Corp,Payment,NMK1003,2/23/2019,1-60,"-1,350.72",,
CA61,West,2,2019,O.E. Ltd,Payment,NBV1002,2/23/2019,Current,-53.06,,
OR292,West,2,2019,Rochester Ltd,AR,PUJ1005,2/23/2019,Current,587.05,,
WI366,Midwest,2,2019,Rochester Ltd,Payment,MKL1006,2/24/2019,1-60,"-1,973.15",,
CA20,West,2,2019,Ohio ,AR,XYS1001,2/24/2019,1-60,40.2,,
CA31,West,2,2019,Eminence Corp,AR,XYS1001,2/24/2019,Current,"1,949.70",,
TN305,South,2,2019,OHTA'S Corp,Payment,PUJ1005,2/24/2019,Current,-422.1,,
OK284,South,2,2019,Trigen ,AR,PUJ1005,2/24/2019,60+,487.76,,
FL125,South,2,2019,Pacific Ltd,AR,NMK1003,2/25/2019,60+,549.94,,
NC237,South,2,2019,Burt's Corp,AR,UHY1004,2/25/2019,Current,394.16,,
CA60,West,2,2019,"3LAB, Ltd",Payment,NBV1002,2/25/2019,Current,"-2,343.66",,
WA361,West,2,2019,Ascend Ltd,AR,MKL1006,2/25/2019,1-60,922.99,,
FL120,South,2,2019,Niconovum Corp,AR,NMK1003,2/25/2019,Current,922.99,,
CA30,West,2,2019,"Apotheca, Ltd",Payment,XYS1001,2/25/2019,Current,-588.13,,
TX332,South,2,2019,New Ltd,Payment,MKL1006,2/25/2019,Current,"-2,122.56",,
TX319,South,2,2019,Ole Group,AR,PUJ1005,2/25/2019,Current,502.37,,
MO223,Midwest,2,2019,Winthrop ,Payment,UHY1004,2/25/2019,1-60,-193.09,,
NV254,West,2,2019,Trigen ,AR,UHY1004,2/26/2019,Current,727.96,,
VA356,South,2,2019,Eminence Corp,AR,MKL1006,2/26/2019,1-60,617.47,,
CA88,West,2,2019,Pacific Ltd,AR,NMK1003,2/26/2019,Current,"1,244.26",,
CA20,West,2,2019,Eminence Corp,AR,XYS1001,2/26/2019,Current,368.77,,
TX337,South,2,2019,"Fenwal, Corp",AR,MKL1006,2/26/2019,1-60,86.56,,
TX311,South,2,2019,OHTA'S Corp,AR,PUJ1005,2/27/2019,Current,477.31,,
CA68,West,2,2019,Rochester Ltd,AR,NBV1002,2/27/2019,Current,190.95,,
NY263,Northeast,2,2019,O.E. Ltd,AR,PUJ1005,2/27/2019,Current,823.3,,
NJ245,Northeast,2,2019,"Exact-Rx, Corp",AR,UHY1004,2/27/2019,1-60,135.07,,
NC229,South,2,2019,Procter Corp,Payment,UHY1004,2/27/2019,60+,"-1,383.55",,
AZ8,West,2,2019,S.S.S. Group,AR,XYS1001,2/27/2019,Current,504.11,,
VA354,South,2,2019,Niconovum Corp,Payment,MKL1006,2/27/2019,Current,-327.23,,
TX331,South,2,2019,"PEDIFIX, Corp",AR,MKL1006,2/27/2019,Current,"1,933.69",,
CA87,West,2,2019,Weimei Corp,AR,NBV1002,2/27/2019,1-60,260.43,,
IN181,Midwest,2,2019,Apollo Ltd,AR,NMK1003,2/27/2019,1-60,375.2,,
TX321,South,2,2019,Sundial ,AR,PUJ1005,2/27/2019,Current,487.76,,
IL166,Midwest,2,2019,"3LAB, Ltd",AR,NMK1003,2/28/2019,1-60,529.3,,
WI366,Midwest,2,2019,Pure Group,AR,MKL1006,2/28/2019,1-60,"3,190.07",,
CA84,West,2,2019,Mylan Corp,AR,NBV1002,2/28/2019,Current,"1,488.81",,
TX320,South,2,2019,O.E. Ltd,Payment,PUJ1005,2/28/2019,Current,"-1,029.92",,
CA39,West,2,2019,Dharma Ltd,Payment,XYS1001,2/28/2019,1-60,"-1,273.54",,
FL129,South,2,2019,OUR Ltd,AR,NMK1003,2/28/2019,Current,"1,083.19",,
IL163,Midwest,2,2019,Wuxi Group,Payment,NMK1003,2/28/2019,Current,"-2,311.50",,
MS227,South,3,2019,Ascend Ltd,Payment,UHY1004,3/1/2019,Current,-534.26,,
TX344,South,3,2019,Ohio ,Payment,MKL1006,3/1/2019,Current,"-3,125.42",,
TX333,South,3,2019,Ohio ,AR,MKL1006,3/1/2019,Current,361.4,,
TX329,South,3,2019,Uriel Group,AR,MKL1006,3/1/2019,Current,499.28,,
CA58,West,3,2019,Winthrop ,Payment,XYS1001,3/1/2019,1-60,"-1,491.42",,
TX320,South,3,2019,Ei ,AR,PUJ1005,3/1/2019,Current,"1,310.32",,
NV250,West,3,2019,ETUDE Ltd,Payment,UHY1004,3/1/2019,Current,-634.62,,
CA32,West,3,2019,Ole Group,Payment,XYS1001,3/1/2019,Current,-371.45,,
DC113,South,3,2019,Burt's Corp,AR,NMK1003,3/1/2019,Current,961.79,,
KS195,Midwest,3,2019,21st Ltd,AR,NMK1003,3/1/2019,Current,589.6,,
NC232,South,3,2019,Victory Ltd,AR,UHY1004,3/1/2019,1-60,932.24,,
NY259,Northeast,3,2019,Procter Corp,AR,UHY1004,3/2/2019,Current,479.72,,
CT107,Northeast,3,2019,Pure Group,AR,NMK1003,3/2/2019,Current,546.25,,
CT110,Northeast,3,2019,O.E. Ltd,Payment,NMK1003,3/2/2019,Current,"-1,294.44",,
IL152,Midwest,3,2019,Medsep Group,Payment,NMK1003,3/3/2019,Current,"-1,792.79",,
FL129,South,3,2019,Eminence Corp,AR,NMK1003,3/3/2019,Current,"1,390.72",,
NC234,South,3,2019,OHTA'S Corp,AR,UHY1004,3/3/2019,60+,546.32,,
NJ242,Northeast,3,2019,Victory Ltd,Payment,UHY1004,3/3/2019,Current,"-1,451.62",,
GA145,South,3,2019,Capweld ,Payment,NMK1003,3/3/2019,Current,"-2,665.26",,
IL173,Midwest,3,2019,Pacific Ltd,Payment,NMK1003,3/3/2019,1-60,-979.21,,
FL116,South,3,2019,21st Ltd,AR,NMK1003,3/3/2019,Current,346.26,,
OH279,Midwest,3,2019,Qualitest ,Payment,PUJ1005,3/3/2019,Current,-335,,
TX343,South,3,2019,Nipro ,Payment,MKL1006,3/4/2019,Current,-415.4,,
MA209,Northeast,3,2019,Ohio ,Payment,UHY1004,3/4/2019,Current,-524.61,,
CA47,West,3,2019,Procter Corp,AR,XYS1001,3/4/2019,Current,324.01,,
CO95,West,3,2019,Sundial ,AR,NMK1003,3/4/2019,Current,"1,891.01",,
TX323,South,3,2019,E. Ltd,AR,PUJ1005,3/5/2019,1-60,"1,517.55",,
NH241,Northeast,3,2019,AuroMedics Corp,AR,UHY1004,3/5/2019,Current,546.85,,
FL129,South,3,2019,Rochester Ltd,AR,NMK1003,3/5/2019,Current,601.46,,
GA143,South,3,2019,Apollo Ltd,AR,NMK1003,3/6/2019,Current,441.8,,
FL126,South,3,2019,Uriel Group,Payment,NMK1003,3/6/2019,Current,"-1,023.22",,
VA351,South,3,2019,Bare ,AR,MKL1006,3/6/2019,Current,236.91,,
NC230,South,3,2019,AuroMedics Corp,AR,UHY1004,3/7/2019,Current,621.76,,
CT106,Northeast,3,2019,Victory Ltd,AR,NMK1003,3/7/2019,Current,367.23,,
NY264,Northeast,3,2019,Dharma Ltd,AR,PUJ1005,3/7/2019,1-60,430.54,,
TX315,South,3,2019,OHTA'S Corp,Payment,PUJ1005,3/7/2019,Current,"-1,126.61",,
CA36,West,3,2019,S.S.S. Group,AR,XYS1001,3/7/2019,Current,496.47,,
MI215,Midwest,3,2019,Amylin Group,Payment,UHY1004,3/8/2019,Current,-174.74,,
TX344,South,3,2019,Prasco Group,Payment,MKL1006,3/8/2019,Current,-499.02,,
CA44,West,3,2019,ETUDE Ltd,Payment,XYS1001,3/8/2019,Current,-270.14,,
SC297,South,3,2019,Llorens Ltd,AR,PUJ1005,3/8/2019,Current,"3,794.88",,
CA81,West,3,2019,AuroMedics Corp,Payment,NBV1002,3/8/2019,Current,-360.19,,
WI365,Midwest,3,2019,Capweld ,Payment,MKL1006,3/8/2019,Current,"-1,185.90",,
FL117,South,3,2019,Eminence Corp,Payment,NMK1003,3/8/2019,Current,-517.78,,
FL122,South,3,2019,Winthrop ,AR,NMK1003,3/8/2019,Current,"1,052.84",,
IN191,Midwest,3,2019,New Ltd,Payment,NMK1003,3/8/2019,1-60,-469,,
NY262,Northeast,3,2019,"Fenwal, Corp",AR,PUJ1005,3/8/2019,Current,522.67,,
MA206,Northeast,3,2019,Weimei Corp,Payment,UHY1004,3/8/2019,Current,-109.34,,
NM249,West,3,2019,OUR Ltd,AR,UHY1004,3/8/2019,1-60,"1,744.81",,
KS197,Midwest,3,2019,Dharma Ltd,AR,NMK1003,3/9/2019,Current,338.08,,
NY276,Northeast,3,2019,Capweld ,Payment,PUJ1005,3/9/2019,Current,-619.08,,
IL155,Midwest,3,2019,Ohio ,Payment,NMK1003,3/9/2019,1-60,-866.04,,
IL152,Midwest,3,2019,Avon Corp,Payment,NMK1003,3/9/2019,Current,-274.97,,
MT228,West,3,2019,Linde ,AR,UHY1004,3/9/2019,Current,804.8,,
TX322,South,3,2019,Pure Group,AR,PUJ1005,3/9/2019,1-60,"3,126.82",,
CA60,West,3,2019,Victory Ltd,Payment,NBV1002,3/9/2019,Current,-921.38,,
CA26,West,3,2019,"Fenwal, Corp",AR,XYS1001,3/10/2019,Current,228.07,,
CO90,West,3,2019,Uriel Group,Payment,NMK1003,3/10/2019,Current,-98.49,,
IL177,Midwest,3,2019,"Fenwal, Corp",Payment,NMK1003,3/10/2019,Current,-494.46,,
CA68,West,3,2019,Procter Corp,Payment,NBV1002,3/10/2019,Current,-103.92,,
OK284,South,3,2019,Trigen ,AR,PUJ1005,3/10/2019,1-60,97.62,,
CA32,West,3,2019,AuroMedics Corp,AR,XYS1001,3/11/2019,Current,"2,359.94",,
FL124,South,3,2019,Ole Group,Payment,NMK1003,3/11/2019,1-60,"-1,097.66",,
NY262,Northeast,3,2019,S.S.S. Group,Payment,PUJ1005,3/11/2019,Current,"-1,150.26",,
CA53,West,3,2019,Pure Group,AR,XYS1001,3/11/2019,Current,268.54,,
FL132,South,3,2019,E. Ltd,AR,NMK1003,3/11/2019,Current,240.6,,
NC230,South,3,2019,Sundial ,Payment,UHY1004,3/11/2019,1-60,"-1,198.90",,
OK284,South,3,2019,Bare ,Payment,PUJ1005,3/11/2019,Current,-592.35,,
IL157,Midwest,3,2019,Uriel Group,AR,NMK1003,3/11/2019,Current,526.62,,
GA140,South,3,2019,Wuxi Group,AR,NMK1003,3/11/2019,1-60,432.82,,
CA74,West,3,2019,Medsep Group,Payment,NBV1002,3/11/2019,Current,-978.94,,
GA139,South,3,2019,Qualitest ,AR,NMK1003,3/11/2019,Current,804.8,,
TX326,South,3,2019,"Fenwal, Corp",AR,PUJ1005,3/12/2019,Current,490.24,,
IL153,Midwest,3,2019,Ei ,Payment,NMK1003,3/12/2019,Current,"-2,519.20",,
CA33,West,3,2019,S.S.S. Group,AR,XYS1001,3/13/2019,Current,335.67,,
WA363,West,3,2019,Eminence Corp,Payment,MKL1006,3/13/2019,1-60,"-1,574.23",,
IL169,Midwest,3,2019,E. Ltd,AR,NMK1003,3/13/2019,Current,"2,146.14",,
NY270,Northeast,3,2019,S.S.S. Group,Payment,PUJ1005,3/13/2019,Current,-244.68,,
CT103,Northeast,3,2019,Llorens Ltd,AR,NMK1003,3/13/2019,Current,"1,579.53",,
CA80,West,3,2019,Linde ,Payment,NBV1002,3/13/2019,Current,-88.64,,
MT228,West,3,2019,Winthrop ,AR,UHY1004,3/14/2019,Current,"2,965.09",,
VA353,South,3,2019,Procter Corp,AR,MKL1006,3/14/2019,Current,"1,056.99",,
NY265,Northeast,3,2019,Qualitest ,AR,PUJ1005,3/14/2019,Current,210.72,,
OK285,South,3,2019,Llorens Ltd,AR,PUJ1005,3/14/2019,Current,248.44,,
KY200,South,3,2019,Winthrop ,Payment,NMK1003,3/14/2019,1-60,-134,,
NC235,South,3,2019,21st Ltd,AR,UHY1004,3/14/2019,1-60,909.79,,
MN219,Midwest,3,2019,U.S. Ltd,AR,UHY1004,3/14/2019,1-60,346.12,,
NV252,West,3,2019,"Fenwal, Corp",Payment,UHY1004,3/14/2019,1-60,"-1,549.04",,
IL178,Midwest,3,2019,Uriel Group,Payment,NMK1003,3/14/2019,Current,-377.34,,
CA24,West,3,2019,"PEDIFIX, Corp",Payment,XYS1001,3/15/2019,1-60,"-1,929.60",,
TN304,South,3,2019,Procter Corp,Payment,PUJ1005,3/15/2019,1-60,"-2,063.13",,
NY265,Northeast,3,2019,Victory Ltd,AR,PUJ1005,3/15/2019,Current,195.37,,
IL156,Midwest,3,2019,Eminence Corp,AR,NMK1003,3/15/2019,1-60,521.53,,
FL132,South,3,2019,Mylan Corp,AR,NMK1003,3/15/2019,Current,412.45,,
TX317,South,3,2019,Pure Group,Payment,PUJ1005,3/15/2019,60+,"-1,419.13",,
CA45,West,3,2019,ETUDE Ltd,AR,XYS1001,3/15/2019,1-60,"2,163.56",,
VA351,South,3,2019,OHTA'S Corp,Payment,MKL1006,3/15/2019,Current,-94.47,,
PA295,Northeast,3,2019,Pure Group,AR,PUJ1005,3/15/2019,Current,56.95,,
NJ245,Northeast,3,2019,Avon Corp,AR,UHY1004,3/15/2019,Current,"1,999.82",,
LA201,South,3,2019,Victory Ltd,AR,NMK1003,3/15/2019,60+,"1,530.28",,
IL157,Midwest,3,2019,Burt's Corp,Payment,NMK1003,3/16/2019,1-60,"-1,725.72",,
IL152,Midwest,3,2019,New Ltd,AR,NMK1003,3/16/2019,Current,60.1,,
AL2,South,3,2019,"Exact-Rx, Corp",Payment,XYS1001,3/16/2019,1-60,-63.65,,
CO97,West,3,2019,Llorens Ltd,AR,NMK1003,3/16/2019,Current,416.47,,
FL122,South,3,2019,Nipro ,Payment,NMK1003,3/16/2019,1-60,"-1,642.17",,
OK284,South,3,2019,E. Ltd,AR,PUJ1005,3/16/2019,1-60,"2,290.60",,
UT348,West,3,2019,Wuxi Group,Payment,MKL1006,3/16/2019,1-60,"-1,099.87",,
MS227,South,3,2019,Ole Group,Payment,UHY1004,3/16/2019,Current,-440.53,,
VA350,South,3,2019,OHTA'S Corp,Payment,MKL1006,3/17/2019,Current,-482.94,,
CA37,West,3,2019,Wuxi Group,Payment,XYS1001,3/17/2019,Current,-670.34,,
ND238,Midwest,3,2019,"Apotheca, Ltd",AR,UHY1004,3/17/2019,Current,"1,739.05",,
NY268,Northeast,3,2019,Capweld ,AR,PUJ1005,3/17/2019,Current,955.15,,
CO91,West,3,2019,Linde ,AR,NMK1003,3/17/2019,1-60,876.9,,
MI216,Midwest,3,2019,Rochester Ltd,Payment,UHY1004,3/17/2019,1-60,-212.59,,
FL125,South,3,2019,"Apotheca, Ltd",Payment,NMK1003,3/17/2019,Current,-373.59,,
IL164,Midwest,3,2019,Weimei Corp,AR,NMK1003,3/18/2019,Current,162.88,,
WA362,West,3,2019,Eminence Corp,AR,MKL1006,3/18/2019,Current,"1,305.70",,
WA358,West,3,2019,Dharma Ltd,AR,MKL1006,3/18/2019,Current,357.98,,
MS227,South,3,2019,Capweld ,Payment,UHY1004,3/18/2019,60+,-577.47,,
KS198,Midwest,3,2019,S.S.S. Group,AR,NMK1003,3/18/2019,Current,864.5,,
CA57,West,3,2019,ETUDE Ltd,Payment,XYS1001,3/18/2019,Current,-199.66,,
FL138,South,3,2019,Pacific Ltd,AR,NMK1003,3/18/2019,Current,833.88,,
VA351,South,3,2019,Ei ,AR,MKL1006,3/18/2019,Current,317.78,,
CA63,West,3,2019,U.S. Ltd,AR,NBV1002,3/18/2019,Current,57.49,,
MI214,Midwest,3,2019,Nipro ,AR,UHY1004,3/18/2019,Current,480.52,,
FL131,South,3,2019,"Fenwal, Corp",Payment,NMK1003,3/19/2019,1-60,-40.2,,
IL166,Midwest,3,2019,OUR Ltd,Payment,NMK1003,3/19/2019,60+,"-1,203.79",,
MI217,Midwest,3,2019,ETUDE Ltd,AR,UHY1004,3/19/2019,60+,318.38,,
TX309,South,3,2019,OHTA'S Corp,Payment,PUJ1005,3/19/2019,Current,"-1,465.02",,
CO101,West,3,2019,Eminence Corp,Payment,NMK1003,3/19/2019,Current,-926.21,,
TX319,South,3,2019,Niconovum Corp,Payment,PUJ1005,3/19/2019,1-60,-170.05,,
CA32,West,3,2019,Apollo Ltd,AR,XYS1001,3/19/2019,Current,765.41,,
GA139,South,3,2019,O.E. Ltd,AR,NMK1003,3/19/2019,Current,561.59,,
TX308,South,3,2019,Winthrop ,AR,PUJ1005,3/20/2019,Current,624.71,,
TX323,South,3,2019,Qualitest ,Payment,PUJ1005,3/20/2019,Current,-151.96,,
CA68,West,3,2019,Procter Corp,AR,NBV1002,3/20/2019,Current,252.05,,
TX338,South,3,2019,OUR Ltd,Payment,MKL1006,3/20/2019,Current,"-2,243.70",,
VA349,South,3,2019,E. Ltd,AR,MKL1006,3/21/2019,Current,407.63,,
MN221,Midwest,3,2019,Dharma Ltd,AR,UHY1004,3/21/2019,Current,"1,326.60",,
CA43,West,3,2019,Ei ,Payment,XYS1001,3/21/2019,Current,"-2,761.74",,
CA35,West,3,2019,"Fenwal, Corp",AR,XYS1001,3/21/2019,Current,"2,271.30",,
OK284,South,3,2019,Pure Group,AR,PUJ1005,3/21/2019,Current,"1,387.50",,
FL126,South,3,2019,"Fenwal, Corp",AR,NMK1003,3/22/2019,Current,"2,332.20",,
IN186,Midwest,3,2019,Niconovum Corp,Payment,NMK1003,3/22/2019,Current,-94.2,,
FL123,South,3,2019,Winthrop ,AR,NMK1003,3/22/2019,Current,61.91,,
CA26,West,3,2019,Procter Corp,Payment,XYS1001,3/22/2019,Current,-397.58,,
NC232,South,3,2019,Linde ,Payment,UHY1004,3/22/2019,1-60,-626.65,,
FL122,South,3,2019,Prasco Group,AR,NMK1003,3/22/2019,Current,385.92,,
